statut_juridique,secteur_activite,taille,region,montant_financement
Coopérative,Industrie,Start-up,Marrakech-Safi,287910
Coopérative,Tech,PME,Rabat-Salé-Kénitra,175867
Coopérative,Industrie,TPE,Marrakech-Safi,47975
Coopérative,Commerce,Start-up,Rabat-Salé-Kénitra,219224
Coopérative,Artisanat,TPE,Marrakech-Safi,31504
Coopérative,Industrie,TPE,Autre,46951
Personne physique,Tourisme,PME,Fès-Meknès,111280
Coopérative,Industrie,TPE,Tanger-Tétouan,47251
Coopérative,Commerce,Start-up,Marrakech-Safi,153807
Auto-entrepreneur,Artisanat,Start-up,Autre,105408
Personne physique,Tech,PME,Marrakech-Safi,214774
Personne physique,Commerce,TPE,Fès-Meknès,46704
Personne physique,Artisanat,Start-up,Marrakech-Safi,160102
Coopérative,Industrie,TPE,Autre,45251
Coopérative,Agriculture,TPE,Autre,27418
Coopérative,Agriculture,TPE,Casablanca-Settat,37836
Auto-entrepreneur,Tourisme,PME,Fès-Meknès,83608
Coopérative,Artisanat,TPE,Casablanca-Settat,40438
Auto-entrepreneur,Agriculture,Start-up,Fès-Meknès,162525
Personne physique,Tech,TPE,Marrakech-Safi,83741
Coopérative,Artisanat,Start-up,Autre,163456
Auto-entrepreneur,Tech,TPE,Casablanca-Settat,60934
Auto-entrepreneur,Tech,Start-up,Marrakech-Safi,282205
Coopérative,Agriculture,Start-up,Autre,141949
Personne physique,Artisanat,TPE,Fès-Meknès,32745
Personne physique,Industrie,TPE,Autre,62705
Personne physique,Commerce,Start-up,Marrakech-Safi,174323
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,120957
Auto-entrepreneur,Agriculture,TPE,Casablanca-Settat,32961
Auto-entrepreneur,Industrie,PME,Autre,150311
Auto-entrepreneur,Artisanat,TPE,Marrakech-Safi,32938
Personne physique,Artisanat,TPE,Rabat-Salé-Kénitra,39262
Coopérative,Tech,TPE,Fès-Meknès,63786
Auto-entrepreneur,Industrie,TPE,Fès-Meknès,44738
Auto-entrepreneur,Industrie,PME,Marrakech-Safi,163327
Personne physique,Artisanat,TPE,Rabat-Salé-Kénitra,43536
Coopérative,Tech,Start-up,Casablanca-Settat,384626
Coopérative,Agriculture,Start-up,Tanger-Tétouan,188779
Personne physique,Tourisme,PME,Tanger-Tétouan,140767
Personne physique,Commerce,TPE,Marrakech-Safi,48441
Coopérative,Agriculture,Start-up,Rabat-Salé-Kénitra,192115
Auto-entrepreneur,Artisanat,PME,Rabat-Salé-Kénitra,98920
Coopérative,Commerce,TPE,Fès-Meknès,36467
Personne physique,Tourisme,Start-up,Casablanca-Settat,204182
Auto-entrepreneur,Tourisme,Start-up,Autre,154480
Auto-entrepreneur,Tech,PME,Rabat-Salé-Kénitra,172480
Personne physique,Commerce,TPE,Autre,32767
Personne physique,Tech,TPE,Tanger-Tétouan,58870
Personne physique,Agriculture,Start-up,Autre,182553
Coopérative,Industrie,Start-up,Casablanca-Settat,247715
Coopérative,Industrie,Start-up,Casablanca-Settat,273590
Auto-entrepreneur,Industrie,TPE,Autre,47427
Personne physique,Commerce,PME,Marrakech-Safi,151186
Auto-entrepreneur,Industrie,PME,Rabat-Salé-Kénitra,164377
Auto-entrepreneur,Agriculture,TPE,Marrakech-Safi,38306
Auto-entrepreneur,Tech,PME,Autre,163195
Auto-entrepreneur,Commerce,Start-up,Rabat-Salé-Kénitra,163777
Personne physique,Tech,PME,Fès-Meknès,213230
Auto-entrepreneur,Commerce,PME,Marrakech-Safi,110248
Personne physique,Tech,PME,Marrakech-Safi,199225
Personne physique,Tourisme,Start-up,Autre,163435
Coopérative,Tech,TPE,Tanger-Tétouan,68121
Personne physique,Industrie,Start-up,Autre,218344
Coopérative,Tourisme,TPE,Marrakech-Safi,42625
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,63610
Personne physique,Commerce,TPE,Tanger-Tétouan,43615
Personne physique,Commerce,PME,Autre,114930
Coopérative,Commerce,PME,Autre,83178
Coopérative,Artisanat,TPE,Marrakech-Safi,29772
Auto-entrepreneur,Agriculture,TPE,Marrakech-Safi,33294
Coopérative,Commerce,PME,Fès-Meknès,124213
Coopérative,Tourisme,Start-up,Autre,210582
Coopérative,Commerce,TPE,Marrakech-Safi,38003
Coopérative,Artisanat,Start-up,Casablanca-Settat,189080
Auto-entrepreneur,Industrie,PME,Tanger-Tétouan,133428
Coopérative,Tourisme,TPE,Casablanca-Settat,41738
Personne physique,Artisanat,Start-up,Tanger-Tétouan,153612
Personne physique,Industrie,Start-up,Autre,276690
Coopérative,Tourisme,Start-up,Fès-Meknès,178106
Coopérative,Tech,PME,Marrakech-Safi,157578
Personne physique,Agriculture,PME,Marrakech-Safi,128880
Personne physique,Agriculture,Start-up,Marrakech-Safi,216620
Auto-entrepreneur,Artisanat,Start-up,Autre,118944
Personne physique,Industrie,PME,Tanger-Tétouan,149524
Personne physique,Agriculture,Start-up,Marrakech-Safi,194104
Coopérative,Industrie,Start-up,Casablanca-Settat,290149
Personne physique,Industrie,PME,Marrakech-Safi,192144
Auto-entrepreneur,Artisanat,Start-up,Autre,116697
Personne physique,Artisanat,Start-up,Fès-Meknès,178393
Coopérative,Artisanat,Start-up,Casablanca-Settat,198994
Coopérative,Agriculture,PME,Marrakech-Safi,96659
Personne physique,Artisanat,Start-up,Marrakech-Safi,208524
Coopérative,Agriculture,PME,Rabat-Salé-Kénitra,108246
Auto-entrepreneur,Artisanat,PME,Tanger-Tétouan,76180
Auto-entrepreneur,Commerce,TPE,Casablanca-Settat,36226
Personne physique,Industrie,TPE,Rabat-Salé-Kénitra,52779
Personne physique,Artisanat,Start-up,Fès-Meknès,141359
Personne physique,Tourisme,PME,Tanger-Tétouan,130379
Coopérative,Industrie,TPE,Casablanca-Settat,65636
Auto-entrepreneur,Industrie,Start-up,Marrakech-Safi,278430
Auto-entrepreneur,Artisanat,TPE,Casablanca-Settat,32831
Coopérative,Tech,TPE,Marrakech-Safi,53052
Auto-entrepreneur,Artisanat,PME,Tanger-Tétouan,89780
Personne physique,Industrie,PME,Marrakech-Safi,189751
Personne physique,Tourisme,TPE,Fès-Meknès,47979
Personne physique,Industrie,TPE,Autre,61025
Auto-entrepreneur,Tourisme,PME,Marrakech-Safi,123906
Personne physique,Agriculture,Start-up,Fès-Meknès,183474
Coopérative,Commerce,PME,Autre,111449
Coopérative,Industrie,TPE,Tanger-Tétouan,48994
Auto-entrepreneur,Artisanat,Start-up,Tanger-Tétouan,167963
Coopérative,Agriculture,TPE,Casablanca-Settat,34457
Coopérative,Commerce,Start-up,Fès-Meknès,146085
Auto-entrepreneur,Artisanat,TPE,Fès-Meknès,22863
Personne physique,Tech,Start-up,Rabat-Salé-Kénitra,408053
Personne physique,Artisanat,Start-up,Rabat-Salé-Kénitra,179839
Personne physique,Tourisme,TPE,Autre,39650
Auto-entrepreneur,Tourisme,Start-up,Autre,191485
Coopérative,Tech,PME,Rabat-Salé-Kénitra,231761
Personne physique,Agriculture,TPE,Autre,33281
Personne physique,Commerce,PME,Marrakech-Safi,112662
Auto-entrepreneur,Artisanat,TPE,Rabat-Salé-Kénitra,33498
Personne physique,Tourisme,Start-up,Fès-Meknès,248465
Auto-entrepreneur,Agriculture,Start-up,Marrakech-Safi,162662
Coopérative,Tech,Start-up,Autre,298177
Auto-entrepreneur,Industrie,TPE,Tanger-Tétouan,43333
Auto-entrepreneur,Tourisme,PME,Casablanca-Settat,133094
Auto-entrepreneur,Tech,PME,Rabat-Salé-Kénitra,185723
Auto-entrepreneur,Artisanat,TPE,Tanger-Tétouan,28039
Coopérative,Commerce,TPE,Autre,28368
Coopérative,Tourisme,PME,Fès-Meknès,134629
Personne physique,Tourisme,PME,Casablanca-Settat,155358
Coopérative,Artisanat,PME,Tanger-Tétouan,82884
Coopérative,Industrie,PME,Casablanca-Settat,185783
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,44981
Coopérative,Commerce,TPE,Autre,34780
Auto-entrepreneur,Tourisme,Start-up,Fès-Meknès,185918
Auto-entrepreneur,Commerce,PME,Autre,94791
Personne physique,Tourisme,Start-up,Casablanca-Settat,291829
Personne physique,Commerce,TPE,Tanger-Tétouan,34913
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,61924
Auto-entrepreneur,Tourisme,Start-up,Rabat-Salé-Kénitra,164330
Coopérative,Commerce,PME,Autre,111131
Auto-entrepreneur,Agriculture,PME,Tanger-Tétouan,101591
Personne physique,Tech,PME,Tanger-Tétouan,242933
Coopérative,Tech,PME,Casablanca-Settat,227266
Coopérative,Agriculture,Start-up,Autre,162541
Auto-entrepreneur,Commerce,Start-up,Autre,183100
Personne physique,Artisanat,TPE,Marrakech-Safi,31726
Auto-entrepreneur,Agriculture,PME,Autre,97915
Coopérative,Commerce,PME,Rabat-Salé-Kénitra,116959
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,111883
Auto-entrepreneur,Agriculture,Start-up,Tanger-Tétouan,174545
Personne physique,Tourisme,PME,Autre,128000
Personne physique,Commerce,Start-up,Casablanca-Settat,200137
Coopérative,Artisanat,PME,Autre,83109
Auto-entrepreneur,Tourisme,PME,Tanger-Tétouan,110654
Auto-entrepreneur,Agriculture,TPE,Fès-Meknès,34644
Auto-entrepreneur,Industrie,PME,Tanger-Tétouan,140754
Coopérative,Agriculture,PME,Tanger-Tétouan,126090
Coopérative,Agriculture,TPE,Tanger-Tétouan,35141
Personne physique,Commerce,Start-up,Autre,194982
Personne physique,Commerce,Start-up,Marrakech-Safi,237684
Personne physique,Tourisme,PME,Tanger-Tétouan,139486
Auto-entrepreneur,Artisanat,Start-up,Rabat-Salé-Kénitra,174061
Auto-entrepreneur,Tourisme,PME,Rabat-Salé-Kénitra,120673
Personne physique,Tech,TPE,Casablanca-Settat,77699
Auto-entrepreneur,Agriculture,TPE,Marrakech-Safi,25902
Personne physique,Industrie,PME,Casablanca-Settat,191168
Coopérative,Agriculture,TPE,Rabat-Salé-Kénitra,34765
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,46168
Coopérative,Tourisme,PME,Fès-Meknès,101956
Auto-entrepreneur,Industrie,PME,Tanger-Tétouan,127021
Personne physique,Industrie,TPE,Rabat-Salé-Kénitra,55176
Auto-entrepreneur,Industrie,Start-up,Autre,183653
Coopérative,Tourisme,Start-up,Autre,168472
Coopérative,Agriculture,PME,Casablanca-Settat,137139
Coopérative,Tourisme,PME,Casablanca-Settat,148348
Auto-entrepreneur,Commerce,Start-up,Tanger-Tétouan,185997
Auto-entrepreneur,Commerce,TPE,Tanger-Tétouan,38044
Auto-entrepreneur,Tourisme,Start-up,Fès-Meknès,155228
Auto-entrepreneur,Industrie,Start-up,Marrakech-Safi,277194
Coopérative,Agriculture,Start-up,Casablanca-Settat,169274
Coopérative,Tourisme,Start-up,Tanger-Tétouan,189244
Personne physique,Tourisme,PME,Casablanca-Settat,153653
Personne physique,Tourisme,PME,Tanger-Tétouan,113557
Auto-entrepreneur,Tech,TPE,Rabat-Salé-Kénitra,64213
Coopérative,Commerce,TPE,Casablanca-Settat,40177
Coopérative,Industrie,TPE,Rabat-Salé-Kénitra,63150
Coopérative,Artisanat,TPE,Casablanca-Settat,34552
Personne physique,Industrie,Start-up,Marrakech-Safi,261705
Personne physique,Artisanat,PME,Fès-Meknès,109117
Coopérative,Tech,PME,Autre,153236
Coopérative,Tourisme,TPE,Autre,36316
Coopérative,Tech,TPE,Autre,47073
Personne physique,Tech,Start-up,Rabat-Salé-Kénitra,384826
Coopérative,Agriculture,Start-up,Tanger-Tétouan,191942
Coopérative,Commerce,TPE,Autre,32754
Auto-entrepreneur,Artisanat,PME,Marrakech-Safi,99269
Auto-entrepreneur,Tourisme,PME,Autre,111748
Personne physique,Artisanat,PME,Casablanca-Settat,125107
Coopérative,Industrie,TPE,Rabat-Salé-Kénitra,61546
Coopérative,Artisanat,PME,Casablanca-Settat,93655
Auto-entrepreneur,Industrie,Start-up,Casablanca-Settat,280560
Personne physique,Commerce,Start-up,Casablanca-Settat,205532
Auto-entrepreneur,Industrie,TPE,Fès-Meknès,39107
Auto-entrepreneur,Artisanat,Start-up,Fès-Meknès,159572
Auto-entrepreneur,Artisanat,TPE,Tanger-Tétouan,29371
Auto-entrepreneur,Industrie,PME,Rabat-Salé-Kénitra,147026
Coopérative,Tech,PME,Marrakech-Safi,172985
Coopérative,Commerce,PME,Marrakech-Safi,119520
Auto-entrepreneur,Agriculture,Start-up,Marrakech-Safi,131174
Personne physique,Tourisme,TPE,Casablanca-Settat,41475
Personne physique,Artisanat,PME,Fès-Meknès,81111
Personne physique,Tourisme,TPE,Rabat-Salé-Kénitra,47234
Personne physique,Agriculture,PME,Casablanca-Settat,137312
Auto-entrepreneur,Tourisme,Start-up,Fès-Meknès,141074
Coopérative,Agriculture,Start-up,Fès-Meknès,186132
Personne physique,Industrie,TPE,Autre,48177
Auto-entrepreneur,Tech,Start-up,Autre,270668
Personne physique,Artisanat,Start-up,Rabat-Salé-Kénitra,219169
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,45211
Auto-entrepreneur,Tourisme,PME,Rabat-Salé-Kénitra,130782
Coopérative,Artisanat,Start-up,Casablanca-Settat,204310
Coopérative,Tech,TPE,Tanger-Tétouan,62666
Auto-entrepreneur,Industrie,Start-up,Rabat-Salé-Kénitra,272394
Coopérative,Artisanat,Start-up,Autre,161707
Auto-entrepreneur,Agriculture,Start-up,Tanger-Tétouan,150823
Auto-entrepreneur,Tech,Start-up,Casablanca-Settat,278604
Auto-entrepreneur,Tourisme,TPE,Tanger-Tétouan,42431
Coopérative,Tech,TPE,Marrakech-Safi,68703
Auto-entrepreneur,Tech,TPE,Tanger-Tétouan,49721
Personne physique,Commerce,Start-up,Rabat-Salé-Kénitra,218581
Coopérative,Tech,Start-up,Casablanca-Settat,387588
Coopérative,Tech,Start-up,Rabat-Salé-Kénitra,336976
Coopérative,Artisanat,TPE,Autre,30050
Coopérative,Tourisme,Start-up,Marrakech-Safi,223055
Personne physique,Artisanat,PME,Autre,99112
Coopérative,Artisanat,Start-up,Rabat-Salé-Kénitra,168026
Coopérative,Agriculture,PME,Rabat-Salé-Kénitra,124723
Auto-entrepreneur,Artisanat,Start-up,Rabat-Salé-Kénitra,160381
Coopérative,Commerce,TPE,Fès-Meknès,38225
Personne physique,Commerce,Start-up,Marrakech-Safi,200582
Personne physique,Agriculture,PME,Rabat-Salé-Kénitra,121253
Personne physique,Industrie,PME,Rabat-Salé-Kénitra,224565
Personne physique,Tourisme,Start-up,Autre,171103
Coopérative,Tourisme,PME,Autre,99224
Coopérative,Artisanat,PME,Rabat-Salé-Kénitra,98923
Personne physique,Artisanat,TPE,Casablanca-Settat,43686
Personne physique,Industrie,Start-up,Fès-Meknès,246659
Coopérative,Artisanat,Start-up,Autre,129103
Personne physique,Tourisme,Start-up,Casablanca-Settat,204514
Auto-entrepreneur,Tech,PME,Fès-Meknès,172750
Personne physique,Commerce,Start-up,Rabat-Salé-Kénitra,199760
Personne physique,Tech,Start-up,Marrakech-Safi,334414
Auto-entrepreneur,Tech,TPE,Tanger-Tétouan,54739
Auto-entrepreneur,Tourisme,TPE,Tanger-Tétouan,41635
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,63804
Coopérative,Industrie,PME,Autre,125110
Auto-entrepreneur,Agriculture,Start-up,Casablanca-Settat,177712
Auto-entrepreneur,Artisanat,TPE,Marrakech-Safi,33185
Coopérative,Agriculture,TPE,Fès-Meknès,35673
Personne physique,Commerce,TPE,Rabat-Salé-Kénitra,53253
Auto-entrepreneur,Artisanat,Start-up,Marrakech-Safi,159102
Coopérative,Tech,Start-up,Marrakech-Safi,256532
Personne physique,Commerce,Start-up,Autre,203368
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,72994
Personne physique,Industrie,PME,Marrakech-Safi,184292
Coopérative,Industrie,TPE,Autre,44310
Auto-entrepreneur,Industrie,Start-up,Casablanca-Settat,248041
Personne physique,Industrie,TPE,Autre,63140
Auto-entrepreneur,Tech,Start-up,Casablanca-Settat,271858
Personne physique,Agriculture,Start-up,Casablanca-Settat,252922
Coopérative,Artisanat,Start-up,Marrakech-Safi,127919
Coopérative,Tech,PME,Autre,142263
Auto-entrepreneur,Industrie,PME,Casablanca-Settat,180872
Personne physique,Agriculture,Start-up,Fès-Meknès,199922
Auto-entrepreneur,Commerce,TPE,Marrakech-Safi,37362
Auto-entrepreneur,Commerce,Start-up,Autre,135216
Personne physique,Commerce,Start-up,Autre,194087
Personne physique,Industrie,TPE,Tanger-Tétouan,65693
Personne physique,Commerce,Start-up,Autre,200990
Coopérative,Tourisme,TPE,Marrakech-Safi,40042
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,94476
Auto-entrepreneur,Artisanat,PME,Autre,80927
Coopérative,Industrie,TPE,Tanger-Tétouan,62807
Personne physique,Tourisme,PME,Marrakech-Safi,147408
Coopérative,Tech,PME,Casablanca-Settat,227481
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,55037
Coopérative,Commerce,PME,Rabat-Salé-Kénitra,113714
Auto-entrepreneur,Agriculture,Start-up,Casablanca-Settat,201229
Coopérative,Tech,Start-up,Autre,253177
Auto-entrepreneur,Agriculture,TPE,Rabat-Salé-Kénitra,28432
Auto-entrepreneur,Artisanat,PME,Rabat-Salé-Kénitra,82065
Auto-entrepreneur,Agriculture,Start-up,Casablanca-Settat,156319
Personne physique,Artisanat,Start-up,Autre,184293
Auto-entrepreneur,Tourisme,PME,Autre,111507
Auto-entrepreneur,Tourisme,PME,Casablanca-Settat,118785
Personne physique,Industrie,Start-up,Autre,222625
Auto-entrepreneur,Industrie,Start-up,Autre,234538
Coopérative,Commerce,TPE,Marrakech-Safi,40138
Coopérative,Tech,TPE,Marrakech-Safi,74858
Auto-entrepreneur,Commerce,Start-up,Casablanca-Settat,191410
Personne physique,Artisanat,TPE,Fès-Meknès,31074
Coopérative,Commerce,Start-up,Rabat-Salé-Kénitra,202340
Personne physique,Agriculture,Start-up,Marrakech-Safi,238341
Personne physique,Artisanat,TPE,Rabat-Salé-Kénitra,39637
Coopérative,Industrie,TPE,Tanger-Tétouan,57715
Personne physique,Tourisme,PME,Casablanca-Settat,133096
Coopérative,Industrie,PME,Fès-Meknès,168896
Personne physique,Tech,PME,Tanger-Tétouan,231023
Coopérative,Artisanat,Start-up,Tanger-Tétouan,145989
Auto-entrepreneur,Artisanat,TPE,Autre,25036
Coopérative,Agriculture,Start-up,Tanger-Tétouan,165211
Coopérative,Tech,TPE,Casablanca-Settat,62611
Coopérative,Tourisme,Start-up,Marrakech-Safi,164098
Coopérative,Artisanat,PME,Casablanca-Settat,95019
Personne physique,Artisanat,PME,Marrakech-Safi,107267
Auto-entrepreneur,Agriculture,PME,Tanger-Tétouan,76861
Coopérative,Commerce,Start-up,Tanger-Tétouan,174666
Personne physique,Tourisme,TPE,Fès-Meknès,49272
Auto-entrepreneur,Industrie,TPE,Marrakech-Safi,49798
Auto-entrepreneur,Tech,PME,Tanger-Tétouan,175248
Auto-entrepreneur,Artisanat,PME,Autre,72678
Auto-entrepreneur,Artisanat,PME,Rabat-Salé-Kénitra,94426
Coopérative,Industrie,PME,Fès-Meknès,134812
Coopérative,Tourisme,TPE,Casablanca-Settat,50230
Personne physique,Commerce,Start-up,Fès-Meknès,170923
Personne physique,Artisanat,Start-up,Rabat-Salé-Kénitra,195216
Personne physique,Tourisme,Start-up,Marrakech-Safi,210703
Auto-entrepreneur,Industrie,Start-up,Casablanca-Settat,290137
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,107702
Coopérative,Commerce,PME,Marrakech-Safi,112563
Auto-entrepreneur,Tech,PME,Fès-Meknès,138496
Auto-entrepreneur,Artisanat,Start-up,Tanger-Tétouan,147662
Auto-entrepreneur,Tourisme,PME,Fès-Meknès,122085
Personne physique,Agriculture,PME,Rabat-Salé-Kénitra,142410
Personne physique,Tech,TPE,Autre,51912
Coopérative,Tourisme,TPE,Tanger-Tétouan,38495
Auto-entrepreneur,Tourisme,PME,Fès-Meknès,120066
Auto-entrepreneur,Tech,TPE,Autre,50461
Coopérative,Agriculture,TPE,Autre,34501
Auto-entrepreneur,Industrie,PME,Marrakech-Safi,167766
Auto-entrepreneur,Agriculture,PME,Rabat-Salé-Kénitra,115871
Personne physique,Commerce,PME,Rabat-Salé-Kénitra,133972
Coopérative,Artisanat,PME,Rabat-Salé-Kénitra,96750
Coopérative,Tech,Start-up,Tanger-Tétouan,294801
Coopérative,Industrie,Start-up,Casablanca-Settat,323020
Coopérative,Tech,PME,Tanger-Tétouan,172896
Personne physique,Tech,TPE,Fès-Meknès,59847
Personne physique,Agriculture,PME,Autre,101790
Auto-entrepreneur,Artisanat,PME,Autre,65839
Auto-entrepreneur,Commerce,TPE,Casablanca-Settat,40319
Auto-entrepreneur,Tourisme,Start-up,Fès-Meknès,178951
Auto-entrepreneur,Tourisme,PME,Casablanca-Settat,117986
Personne physique,Tech,PME,Autre,180709
Coopérative,Artisanat,Start-up,Tanger-Tétouan,183271
Personne physique,Industrie,Start-up,Rabat-Salé-Kénitra,255670
Auto-entrepreneur,Agriculture,TPE,Autre,31900
Personne physique,Artisanat,Start-up,Marrakech-Safi,203134
Coopérative,Artisanat,Start-up,Rabat-Salé-Kénitra,161826
Coopérative,Agriculture,Start-up,Autre,165285
Personne physique,Tech,TPE,Tanger-Tétouan,82445
Personne physique,Artisanat,Start-up,Casablanca-Settat,170345
Personne physique,Tourisme,Start-up,Rabat-Salé-Kénitra,238153
Auto-entrepreneur,Agriculture,TPE,Tanger-Tétouan,31676
Personne physique,Industrie,Start-up,Fès-Meknès,257457
Personne physique,Commerce,Start-up,Marrakech-Safi,239580
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,85248
Coopérative,Agriculture,PME,Casablanca-Settat,132197
Coopérative,Commerce,TPE,Fès-Meknès,31910
Auto-entrepreneur,Commerce,Start-up,Tanger-Tétouan,141899
Auto-entrepreneur,Industrie,Start-up,Marrakech-Safi,250123
Coopérative,Artisanat,Start-up,Casablanca-Settat,142557
Coopérative,Industrie,TPE,Tanger-Tétouan,57733
Coopérative,Artisanat,Start-up,Tanger-Tétouan,159417
Personne physique,Artisanat,Start-up,Rabat-Salé-Kénitra,195715
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,43515
Coopérative,Agriculture,PME,Casablanca-Settat,115127
Personne physique,Tech,PME,Autre,166386
Personne physique,Artisanat,Start-up,Autre,145259
Auto-entrepreneur,Commerce,TPE,Tanger-Tétouan,34333
Coopérative,Tourisme,Start-up,Rabat-Salé-Kénitra,225541
Coopérative,Tech,TPE,Marrakech-Safi,70043
Personne physique,Agriculture,TPE,Marrakech-Safi,44275
Coopérative,Industrie,PME,Tanger-Tétouan,192630
Auto-entrepreneur,Tech,PME,Rabat-Salé-Kénitra,161289
Auto-entrepreneur,Tech,TPE,Casablanca-Settat,51032
Auto-entrepreneur,Tech,Start-up,Casablanca-Settat,288985
Coopérative,Tech,PME,Casablanca-Settat,228132
Coopérative,Tourisme,Start-up,Marrakech-Safi,197487
Coopérative,Industrie,PME,Rabat-Salé-Kénitra,191722
Coopérative,Industrie,PME,Rabat-Salé-Kénitra,173456
Coopérative,Industrie,Start-up,Marrakech-Safi,316418
Auto-entrepreneur,Artisanat,PME,Casablanca-Settat,108953
Personne physique,Commerce,PME,Casablanca-Settat,116088
Auto-entrepreneur,Industrie,Start-up,Tanger-Tétouan,235816
Coopérative,Tech,PME,Autre,177563
Auto-entrepreneur,Tech,PME,Fès-Meknès,144015
Coopérative,Industrie,PME,Autre,140381
Coopérative,Industrie,Start-up,Rabat-Salé-Kénitra,303649
Auto-entrepreneur,Tech,TPE,Rabat-Salé-Kénitra,52373
Coopérative,Artisanat,Start-up,Rabat-Salé-Kénitra,172121
Personne physique,Agriculture,TPE,Autre,38843
Coopérative,Agriculture,PME,Fès-Meknès,85794
Personne physique,Industrie,TPE,Tanger-Tétouan,59941
Personne physique,Tourisme,Start-up,Autre,183309
Coopérative,Industrie,Start-up,Fès-Meknès,279522
Auto-entrepreneur,Industrie,PME,Casablanca-Settat,138730
Personne physique,Agriculture,TPE,Casablanca-Settat,50903
Auto-entrepreneur,Tech,PME,Rabat-Salé-Kénitra,171527
Personne physique,Industrie,PME,Marrakech-Safi,158256
Coopérative,Tech,Start-up,Rabat-Salé-Kénitra,322550
Coopérative,Tech,TPE,Marrakech-Safi,60700
Personne physique,Tourisme,TPE,Fès-Meknès,41535
Coopérative,Tech,TPE,Casablanca-Settat,71672
Personne physique,Agriculture,TPE,Autre,36305
Coopérative,Artisanat,PME,Marrakech-Safi,81262
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,65933
Coopérative,Commerce,Start-up,Casablanca-Settat,229680
Auto-entrepreneur,Industrie,PME,Autre,132696
Coopérative,Agriculture,PME,Marrakech-Safi,101909
Auto-entrepreneur,Tech,Start-up,Rabat-Salé-Kénitra,330263
Coopérative,Artisanat,Start-up,Rabat-Salé-Kénitra,157970
Auto-entrepreneur,Agriculture,Start-up,Rabat-Salé-Kénitra,187889
Personne physique,Artisanat,PME,Fès-Meknès,92000
Personne physique,Tech,PME,Rabat-Salé-Kénitra,182825
Auto-entrepreneur,Artisanat,Start-up,Tanger-Tétouan,164228
Coopérative,Industrie,Start-up,Casablanca-Settat,284473
Auto-entrepreneur,Industrie,Start-up,Fès-Meknès,254694
Coopérative,Commerce,PME,Autre,94151
Personne physique,Commerce,PME,Rabat-Salé-Kénitra,141713
Coopérative,Artisanat,TPE,Casablanca-Settat,39824
Personne physique,Agriculture,PME,Marrakech-Safi,97999
Coopérative,Industrie,PME,Rabat-Salé-Kénitra,192596
Coopérative,Agriculture,PME,Casablanca-Settat,122190
Coopérative,Agriculture,Start-up,Tanger-Tétouan,187738
Auto-entrepreneur,Artisanat,PME,Marrakech-Safi,84778
Auto-entrepreneur,Agriculture,Start-up,Tanger-Tétouan,183966
Personne physique,Industrie,TPE,Autre,44138
Personne physique,Tech,TPE,Casablanca-Settat,69640
Auto-entrepreneur,Commerce,Start-up,Tanger-Tétouan,195552
Personne physique,Tech,Start-up,Autre,346796
Auto-entrepreneur,Agriculture,Start-up,Casablanca-Settat,142042
Coopérative,Tech,PME,Casablanca-Settat,209314
Personne physique,Industrie,TPE,Tanger-Tétouan,60710
Personne physique,Industrie,Start-up,Casablanca-Settat,316916
Auto-entrepreneur,Agriculture,PME,Rabat-Salé-Kénitra,92631
Personne physique,Artisanat,TPE,Casablanca-Settat,41299
Personne physique,Tech,PME,Fès-Meknès,176182
Coopérative,Artisanat,TPE,Autre,31740
Personne physique,Artisanat,PME,Casablanca-Settat,129500
Coopérative,Tourisme,TPE,Fès-Meknès,37171
Auto-entrepreneur,Agriculture,TPE,Casablanca-Settat,32152
Personne physique,Commerce,PME,Casablanca-Settat,128126
Coopérative,Industrie,Start-up,Tanger-Tétouan,268087
Auto-entrepreneur,Industrie,TPE,Rabat-Salé-Kénitra,54827
Personne physique,Agriculture,Start-up,Autre,169839
Auto-entrepreneur,Commerce,PME,Rabat-Salé-Kénitra,111814
Personne physique,Industrie,Start-up,Marrakech-Safi,285898
Auto-entrepreneur,Agriculture,Start-up,Tanger-Tétouan,147489
Auto-entrepreneur,Industrie,Start-up,Tanger-Tétouan,194387
Coopérative,Artisanat,Start-up,Rabat-Salé-Kénitra,132559
Auto-entrepreneur,Tech,Start-up,Tanger-Tétouan,249447
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,70748
Personne physique,Industrie,TPE,Tanger-Tétouan,68430
Coopérative,Tourisme,TPE,Casablanca-Settat,49869
Personne physique,Commerce,PME,Rabat-Salé-Kénitra,121407
Personne physique,Commerce,Start-up,Rabat-Salé-Kénitra,200325
